username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
SecurityKit,Security kit the leading equipment and tactical operations specialists,London,1058,1219,80473,2013-10-25 08:50:07,2020-07-06 20:02:06,0,"Top US diplomat says Hong Kong #Security law use is 'tragedy'

More: https://t.co/RN81gbJMNN

#American #Books #British #Charge #Flags #General #Group #Including #Internal #ItIs #Kit #Light #NATIONAL #New #Popular #Public #Stores #System https://t.co/9QkPjmTaTR","[{'text': 'Security', 'indices': [31, 40]}, {'text': 'American', 'indices': [94, 103]}, {'text': 'Books', 'indices': [104, 110]}, {'text': 'British', 'indices': [111, 119]}, {'text': 'Charge', 'indices': [120, 127]}, {'text': 'Flags', 'indices': [128, 134]}, {'text': 'General', 'indices': [135, 143]}, {'text': 'Group', 'indices': [144, 150]}, {'text': 'Including', 'indices': [151, 161]}, {'text': 'Internal', 'indices': [162, 171]}, {'text': 'ItIs', 'indices': [172, 177]}, {'text': 'Kit', 'indices': [178, 182]}, {'text': 'Light', 'indices': [183, 189]}, {'text': 'NATIONAL', 'indices': [190, 199]}, {'text': 'New', 'indices': [200, 204]}, {'text': 'Popular', 'indices': [205, 213]}, {'text': 'Public', 'indices': [214, 221]}, {'text': 'Stores', 'indices': [222, 229]}, {'text': 'System', 'indices': [230, 237]}]"
ujiiejapan,"The Japanese watch shop.
 Japan sent a watch in the world.
 I like to watch SEIKO CITIZEN ORIENT Japan.
 Follow-up thank you.
ebay Auction Made in Japan",Tokyo Japan,1369,822,25513,2010-04-23 23:22:27,2020-07-06 19:58:16,0,"CITIZEN EXCEED LADY'S Eco-Drive EBT75-1992 55,000JPY NEW!!
FREE International Shipping
#ebay https://t.co/pFlPEDdHGq #ujiie_japan https://t.co/cD9kP8t3jC
The last 1 in stock.
made in Japan
#citizen #japan #ecodrive #solar #last1 #present #popular https://t.co/sEG1BiXp5L","[{'text': 'ebay', 'indices': [87, 92]}, {'text': 'ujiie_japan', 'indices': [117, 129]}, {'text': 'citizen', 'indices': [189, 197]}, {'text': 'japan', 'indices': [198, 204]}, {'text': 'ecodrive', 'indices': [205, 214]}, {'text': 'solar', 'indices': [215, 221]}, {'text': 'last1', 'indices': [222, 228]}, {'text': 'present', 'indices': [229, 237]}, {'text': 'popular', 'indices': [238, 246]}]"
FastSoleUK,https://t.co/KxH90I8MSj is a web portal for UK and Europe Sneaker News & Release Updates with confirmed stock list of released and upcoming products.,United Kingdom,566,2321,16452,2015-12-14 18:51:12,2020-07-06 19:57:55,0,"Here Is A Short List Of Exclusive Newest Drops!!!

https://t.co/7x7mwY6G3b

#newest #drop #short #list #exclusive #trendy #popular #unique #style #famous #foryou #sneakergame #sneakernews #sneakerlover #upcoming #article #release #news #top #fashion #fastsole https://t.co/IwZ5tpxkhp","[{'text': 'newest', 'indices': [76, 83]}, {'text': 'drop', 'indices': [84, 89]}, {'text': 'short', 'indices': [90, 96]}, {'text': 'list', 'indices': [97, 102]}, {'text': 'exclusive', 'indices': [103, 113]}, {'text': 'trendy', 'indices': [114, 121]}, {'text': 'popular', 'indices': [122, 130]}, {'text': 'unique', 'indices': [131, 138]}, {'text': 'style', 'indices': [139, 145]}, {'text': 'famous', 'indices': [146, 153]}, {'text': 'foryou', 'indices': [154, 161]}, {'text': 'sneakergame', 'indices': [162, 174]}, {'text': 'sneakernews', 'indices': [175, 187]}, {'text': 'sneakerlover', 'indices': [188, 201]}, {'text': 'upcoming', 'indices': [202, 211]}, {'text': 'article', 'indices': [212, 220]}, {'text': 'release', 'indices': [221, 229]}, {'text': 'news', 'indices': [230, 235]}, {'text': 'top', 'indices': [236, 240]}, {'text': 'fashion', 'indices': [241, 249]}, {'text': 'fastsole', 'indices': [250, 259]}]"
FastSoleUK,https://t.co/KxH90I8MSj is a web portal for UK and Europe Sneaker News & Release Updates with confirmed stock list of released and upcoming products.,United Kingdom,566,2321,16452,2015-12-14 18:51:12,2020-07-06 19:53:55,0,"Nike Space Hippie Coming With “Volt” Collection!!

https://t.co/jBC28tSag3

#nike #space #hippie #coming #volt #collection #exclusive #trendy #popular #unique #style #famous #foryou #sneakergame #sneakernews #sneakerlover #upcoming #article #release #news #top #fashion #fastsole https://t.co/6nRBJto2lZ","[{'text': 'nike', 'indices': [76, 81]}, {'text': 'space', 'indices': [82, 88]}, {'text': 'hippie', 'indices': [89, 96]}, {'text': 'coming', 'indices': [97, 104]}, {'text': 'volt', 'indices': [105, 110]}, {'text': 'collection', 'indices': [111, 122]}, {'text': 'exclusive', 'indices': [123, 133]}, {'text': 'trendy', 'indices': [134, 141]}, {'text': 'popular', 'indices': [142, 150]}, {'text': 'unique', 'indices': [151, 158]}, {'text': 'style', 'indices': [159, 165]}, {'text': 'famous', 'indices': [166, 173]}, {'text': 'foryou', 'indices': [174, 181]}, {'text': 'sneakergame', 'indices': [182, 194]}, {'text': 'sneakernews', 'indices': [195, 207]}, {'text': 'sneakerlover', 'indices': [208, 221]}, {'text': 'upcoming', 'indices': [222, 231]}, {'text': 'article', 'indices': [232, 240]}, {'text': 'release', 'indices': [241, 249]}, {'text': 'news', 'indices': [250, 255]}, {'text': 'top', 'indices': [256, 260]}, {'text': 'fashion', 'indices': [261, 269]}, {'text': 'fastsole', 'indices': [270, 279]}]"
FastSoleUK,https://t.co/KxH90I8MSj is a web portal for UK and Europe Sneaker News & Release Updates with confirmed stock list of released and upcoming products.,United Kingdom,566,2321,16452,2015-12-14 18:51:12,2020-07-06 19:48:39,0,"Jordan 5 Alternate Grape Core Black 
Releasing Tomorrow 8 AM!!

https://t.co/mczKUqloBL

#nike #jordan #nikejordan5 #alternate #grape #core #black #trendy #popular #unique #style #sneakergame #sneakernews #sneakerlover #upcoming #article #release #news #top #fashion #fastsole https://t.co/Q32qsSCmGV","[{'text': 'nike', 'indices': [89, 94]}, {'text': 'jordan', 'indices': [95, 102]}, {'text': 'nikejordan5', 'indices': [103, 115]}, {'text': 'alternate', 'indices': [116, 126]}, {'text': 'grape', 'indices': [127, 133]}, {'text': 'core', 'indices': [134, 139]}, {'text': 'black', 'indices': [140, 146]}, {'text': 'trendy', 'indices': [147, 154]}, {'text': 'popular', 'indices': [155, 163]}, {'text': 'unique', 'indices': [164, 171]}, {'text': 'style', 'indices': [172, 178]}, {'text': 'sneakergame', 'indices': [179, 191]}, {'text': 'sneakernews', 'indices': [192, 204]}, {'text': 'sneakerlover', 'indices': [205, 218]}, {'text': 'upcoming', 'indices': [219, 228]}, {'text': 'article', 'indices': [229, 237]}, {'text': 'release', 'indices': [238, 246]}, {'text': 'news', 'indices': [247, 252]}, {'text': 'top', 'indices': [253, 257]}, {'text': 'fashion', 'indices': [258, 266]}, {'text': 'fastsole', 'indices': [267, 276]}]"
Jambrains,"Jambrains, is like a Kinder Surprise: you never know exactly what you are going to get but you know it's going to be tasty and expertly packaged.",,395,771,897,2014-08-18 20:03:37,2020-07-06 19:43:30,15,@MunchLine has #curated an awsome #playlist for you w/ the #most #popular #songs of #July #Independent #artists #Lukas @InRegalia @MoonDreamsMusic @JohnClark_Music @asecondlifeNY @ZODALITT @babetteduwez @Infomightyfall1 #NowPlaying https://t.co/496BnH3bcV,"[{'text': 'curated', 'indices': [36, 44]}, {'text': 'playlist', 'indices': [55, 64]}, {'text': 'most', 'indices': [80, 85]}, {'text': 'popular', 'indices': [86, 94]}, {'text': 'songs', 'indices': [95, 101]}, {'text': 'July', 'indices': [105, 110]}, {'text': 'Independent', 'indices': [111, 123]}, {'text': 'artists', 'indices': [124, 132]}, {'text': 'Lukas', 'indices': [133, 139]}]"
FastSoleUK,https://t.co/KxH90I8MSj is a web portal for UK and Europe Sneaker News & Release Updates with confirmed stock list of released and upcoming products.,United Kingdom,566,2321,16452,2015-12-14 18:51:12,2020-07-06 19:40:29,0,"Nike Womens Air Max 95 Cuban Link Velvet Brown
RAFFLES are open!!

https://t.co/nrZi48Mzl4

#nike #womens #airmax95 #cuban #link #velvet #brown #trendy #popular #unique #style #smart #sneakergame #sneakernews #sneakerlover #upcoming #article #release #news #top #fashion #fastsole https://t.co/WpGGZZuf8b","[{'text': 'nike', 'indices': [92, 97]}, {'text': 'womens', 'indices': [98, 105]}, {'text': 'airmax95', 'indices': [106, 115]}, {'text': 'cuban', 'indices': [116, 122]}, {'text': 'link', 'indices': [123, 128]}, {'text': 'velvet', 'indices': [129, 136]}, {'text': 'brown', 'indices': [137, 143]}, {'text': 'trendy', 'indices': [144, 151]}, {'text': 'popular', 'indices': [152, 160]}, {'text': 'unique', 'indices': [161, 168]}, {'text': 'style', 'indices': [169, 175]}, {'text': 'smart', 'indices': [176, 182]}, {'text': 'sneakergame', 'indices': [183, 195]}, {'text': 'sneakernews', 'indices': [196, 208]}, {'text': 'sneakerlover', 'indices': [209, 222]}, {'text': 'upcoming', 'indices': [223, 232]}, {'text': 'article', 'indices': [233, 241]}, {'text': 'release', 'indices': [242, 250]}, {'text': 'news', 'indices': [251, 256]}, {'text': 'top', 'indices': [257, 261]}, {'text': 'fashion', 'indices': [262, 270]}, {'text': 'fastsole', 'indices': [271, 280]}]"
Saveene,"The Best Fractional Yacht Ownership Program
You Own it You Only Pay 10% and Saveene Takes Care Of All The Management Of The Vessel","Stuart, Florida",4503,2626,6985,2013-02-27 22:17:06,2020-07-06 19:33:48,3,"#Cancun is also renowned for its #spectacular #beaches and boasts many #magnificent #islands such as #Cozumel. This island is #popular #destination for #divers, #snorkelers and represents #Mexico’s largest #Caribbeanisland
https://t.co/ml9oQLnrh5
#Saveene  #villa #caribbeanvibes https://t.co/2OtiDJg6xP","[{'text': 'Cancun', 'indices': [0, 7]}, {'text': 'spectacular', 'indices': [33, 45]}, {'text': 'beaches', 'indices': [46, 54]}, {'text': 'magnificent', 'indices': [71, 83]}, {'text': 'islands', 'indices': [84, 92]}, {'text': 'Cozumel', 'indices': [101, 109]}, {'text': 'popular', 'indices': [126, 134]}, {'text': 'destination', 'indices': [135, 147]}, {'text': 'divers', 'indices': [152, 159]}, {'text': 'snorkelers', 'indices': [161, 172]}, {'text': 'Mexico', 'indices': [188, 195]}, {'text': 'Caribbeanisland', 'indices': [206, 222]}, {'text': 'Saveene', 'indices': [247, 255]}, {'text': 'villa', 'indices': [257, 263]}, {'text': 'caribbeanvibes', 'indices': [264, 279]}]"
takayamamartha,"Tepper Takayama Fine Arts represents an international roster of artists, with concentration on Post World War II, and contemporary photography and mixed media.","Boston, MA, USA",4720,1140,58508,2009-06-18 00:44:31,2020-07-06 19:27:27,0,"#SupremeCourt says a #state #mayrequire 
#Presidentialelectors to 
#support its 
#popular-vote #winner https://t.co/1zh2ax7rCG","[{'text': 'SupremeCourt', 'indices': [0, 13]}, {'text': 'state', 'indices': [21, 27]}, {'text': 'mayrequire', 'indices': [28, 39]}, {'text': 'Presidentialelectors', 'indices': [41, 62]}, {'text': 'support', 'indices': [67, 75]}, {'text': 'popular', 'indices': [81, 89]}, {'text': 'winner', 'indices': [95, 102]}]"
Ric9871Ric,,VA,22494,22124,232167,2013-12-27 04:47:29,2020-07-06 19:26:30,0,"Facebook, Twitter pause review of Hong Kong requests for user data https://t.co/7msZGeboD7 via @ric9871ric #popular #news https://t.co/t60EEojnBS","[{'text': 'popular', 'indices': [107, 115]}, {'text': 'news', 'indices': [116, 121]}]"
ruthbluth,,United States,250,38,1074,2016-12-15 23:28:28,2020-07-06 19:16:59,0,@NPR When I won most mischievous in high school it was by popular vote so why should this be any dam different? #popular equals many want you.,"[{'text': 'popular', 'indices': [112, 120]}]"
blvdi_official,"Borders are the worst invention in mankind.
We all walk on the same rock in space. 
Welcome to walk on my boulevard and discover my melodies and sounds:","Brussel, België",883,328,259,2015-03-18 13:19:07,2020-07-06 19:08:05,15,@MunchLine has #curated an awsome #playlist for you w/ the #most #popular #songs of #July #Independent #artists #Lukas @InRegalia @MoonDreamsMusic @JohnClark_Music @asecondlifeNY @ZODALITT @babetteduwez @Infomightyfall1 #NowPlaying https://t.co/496BnH3bcV,"[{'text': 'curated', 'indices': [36, 44]}, {'text': 'playlist', 'indices': [55, 64]}, {'text': 'most', 'indices': [80, 85]}, {'text': 'popular', 'indices': [86, 94]}, {'text': 'songs', 'indices': [95, 101]}, {'text': 'July', 'indices': [105, 110]}, {'text': 'Independent', 'indices': [111, 123]}, {'text': 'artists', 'indices': [124, 132]}, {'text': 'Lukas', 'indices': [133, 139]}]"
dailymvtv,the latest trending news and most viral videos #viralvideo #trendingnews #todaynews #news,United States,5642,5303,60902,2013-04-19 01:46:14,2020-07-06 19:07:41,0,Fishing becoming more popular during coronavirus pandemic https://t.co/WUevEilTY1 #fishing #becoming #popular #during #coronavirus #pandemic,"[{'text': 'fishing', 'indices': [82, 90]}, {'text': 'becoming', 'indices': [91, 100]}, {'text': 'popular', 'indices': [101, 109]}, {'text': 'during', 'indices': [110, 117]}, {'text': 'coronavirus', 'indices': [118, 130]}, {'text': 'pandemic', 'indices': [131, 140]}]"
THEWEBLIST,The aggregator of popular links from around the web.,the cloud,2,92,10506,2008-12-24 18:23:14,2020-07-06 19:00:03,0,"33-Year-Old Reveals Just How Misleading ‘Perfect’ Instagram Photos Can Be, Shows How Lighting And Posing Affects Them #news #popular https://t.co/Gwbjzz47hH","[{'text': 'news', 'indices': [118, 123]}, {'text': 'popular', 'indices': [124, 132]}]"
babetteduwez,VOCALIST&SONGWRITER #FrenchTouch #ElisaDuwez   https://t.co/76Awa1KyH5  https://t.co/PxaFJxU7S4 https://t.co/Y5ibTdT4Mf,LILLE/PARIS/IBIZA/WORLD,10841,15484,26286,2010-03-06 16:23:04,2020-07-06 18:50:13,15,@MunchLine has #curated an awsome #playlist for you w/ the #most #popular #songs of #July #Independent #artists #Lukas @InRegalia @MoonDreamsMusic @JohnClark_Music @asecondlifeNY @ZODALITT @babetteduwez @Infomightyfall1 #NowPlaying https://t.co/496BnH3bcV,"[{'text': 'curated', 'indices': [36, 44]}, {'text': 'playlist', 'indices': [55, 64]}, {'text': 'most', 'indices': [80, 85]}, {'text': 'popular', 'indices': [86, 94]}, {'text': 'songs', 'indices': [95, 101]}, {'text': 'July', 'indices': [105, 110]}, {'text': 'Independent', 'indices': [111, 123]}, {'text': 'artists', 'indices': [124, 132]}, {'text': 'Lukas', 'indices': [133, 139]}]"
volamsam,listen to my new song 'Trauma' https://t.co/xJYuSDoGXm,,769,980,10453,2019-10-04 13:01:44,2020-07-06 18:49:25,15,@MunchLine has #curated an awsome #playlist for you w/ the #most #popular #songs of #July #Independent #artists #Lukas @InRegalia @MoonDreamsMusic @JohnClark_Music @asecondlifeNY @ZODALITT @babetteduwez @Infomightyfall1 #NowPlaying https://t.co/496BnH3bcV,"[{'text': 'curated', 'indices': [36, 44]}, {'text': 'playlist', 'indices': [55, 64]}, {'text': 'most', 'indices': [80, 85]}, {'text': 'popular', 'indices': [86, 94]}, {'text': 'songs', 'indices': [95, 101]}, {'text': 'July', 'indices': [105, 110]}, {'text': 'Independent', 'indices': [111, 123]}, {'text': 'artists', 'indices': [124, 132]}, {'text': 'Lukas', 'indices': [133, 139]}]"
ShesExcited1,"Electronic Indie Music you will love. Producer, musician, singer. Sign up for my newsletter here: https://t.co/nIGHjVCl1B","Brooklyn, NY",887,1198,17037,2012-05-03 10:00:56,2020-07-06 18:49:07,15,@MunchLine has #curated an awsome #playlist for you w/ the #most #popular #songs of #July #Independent #artists #Lukas @InRegalia @MoonDreamsMusic @JohnClark_Music @asecondlifeNY @ZODALITT @babetteduwez @Infomightyfall1 #NowPlaying https://t.co/496BnH3bcV,"[{'text': 'curated', 'indices': [36, 44]}, {'text': 'playlist', 'indices': [55, 64]}, {'text': 'most', 'indices': [80, 85]}, {'text': 'popular', 'indices': [86, 94]}, {'text': 'songs', 'indices': [95, 101]}, {'text': 'July', 'indices': [105, 110]}, {'text': 'Independent', 'indices': [111, 123]}, {'text': 'artists', 'indices': [124, 132]}, {'text': 'Lukas', 'indices': [133, 139]}]"
MunchLine,ENILSounds  Let the music play https://t.co/JT6o0OLYDm https://t.co/Hxxoe1UbNt,"København, Danmark",4687,4432,8443,2012-06-07 18:40:32,2020-07-06 18:47:59,15,@MunchLine has #curated an awsome #playlist for you w/ the #most #popular #songs of #July #Independent #artists #Lukas @InRegalia @MoonDreamsMusic @JohnClark_Music @asecondlifeNY @ZODALITT @babetteduwez @Infomightyfall1 #NowPlaying https://t.co/496BnH3bcV,"[{'text': 'curated', 'indices': [36, 44]}, {'text': 'playlist', 'indices': [55, 64]}, {'text': 'most', 'indices': [80, 85]}, {'text': 'popular', 'indices': [86, 94]}, {'text': 'songs', 'indices': [95, 101]}, {'text': 'July', 'indices': [105, 110]}, {'text': 'Independent', 'indices': [111, 123]}, {'text': 'artists', 'indices': [124, 132]}, {'text': 'Lukas', 'indices': [133, 139]}]"
BarbaraBorgelin,#singersongwriter #softrock #lovesongs #bluesrock #jazz #NewMusic #Barbara  https://t.co/CW5UfxrEy8,,3709,3122,5862,2012-11-08 19:10:38,2020-07-06 18:44:44,15,@MunchLine has #curated an awsome #playlist for you w/ the #most #popular #songs of #July #Independent #artists #Lukas @InRegalia @MoonDreamsMusic @JohnClark_Music @asecondlifeNY @ZODALITT @babetteduwez @Infomightyfall1 #NowPlaying https://t.co/496BnH3bcV,"[{'text': 'curated', 'indices': [36, 44]}, {'text': 'playlist', 'indices': [55, 64]}, {'text': 'most', 'indices': [80, 85]}, {'text': 'popular', 'indices': [86, 94]}, {'text': 'songs', 'indices': [95, 101]}, {'text': 'July', 'indices': [105, 110]}, {'text': 'Independent', 'indices': [111, 123]}, {'text': 'artists', 'indices': [124, 132]}, {'text': 'Lukas', 'indices': [133, 139]}]"
DiscoverNewMus2,#Musiclovers #Independent #artists #singersongwriters #radio #blogger #discover #newmusic #release #spotify #playlist #news #Spotify #YouTube #RT #Support,,3242,2158,8522,2018-10-12 18:49:43,2020-07-06 18:44:29,15,@MunchLine has #curated an awsome #playlist for you w/ the #most #popular #songs of #July #Independent #artists #Lukas @InRegalia @MoonDreamsMusic @JohnClark_Music @asecondlifeNY @ZODALITT @babetteduwez @Infomightyfall1 #NowPlaying https://t.co/496BnH3bcV,"[{'text': 'curated', 'indices': [15, 23]}, {'text': 'playlist', 'indices': [34, 43]}, {'text': 'most', 'indices': [59, 64]}, {'text': 'popular', 'indices': [65, 73]}, {'text': 'songs', 'indices': [74, 80]}, {'text': 'July', 'indices': [84, 89]}, {'text': 'Independent', 'indices': [90, 102]}, {'text': 'artists', 'indices': [103, 111]}, {'text': 'Lukas', 'indices': [112, 118]}, {'text': 'NowPlaying', 'indices': [220, 231]}]"
kaebuay,,,159,212,56379,2015-02-01 13:39:25,2020-07-06 18:36:22,7,"Most Popular Dramas &amp; Actors On Kpopmap – 1st Week Of July
 https://t.co/9YqncDyJ8I

 #popular #ChaEunWoo #JiChangWook #MoonGaYoung #SeoYeJi #ItsOkaytoNotBeOkay #TrueBeauty #Twogether","[{'text': 'popular', 'indices': [103, 111]}, {'text': 'ChaEunWoo', 'indices': [112, 122]}, {'text': 'JiChangWook', 'indices': [123, 135]}]"
PhuConceptsInc,"We’re an innovative Website Design & Marketing Company specializing in Web Design, Online Marketing, & Web Development. We're here to help you! IG: PhuConcepts1",Rochester New York,510,294,455,2009-11-19 16:28:50,2020-07-06 18:30:00,0,8 Popular Instagram Trends of 2020 (So Far!) https://t.co/3NlewnNkMr #Eight #Popular #InstagramTrends #TwentyTwenty #Trending @latermedia,"[{'text': 'Eight', 'indices': [69, 75]}, {'text': 'Popular', 'indices': [76, 84]}, {'text': 'InstagramTrends', 'indices': [85, 101]}, {'text': 'TwentyTwenty', 'indices': [102, 115]}, {'text': 'Trending', 'indices': [116, 125]}]"
